Komentar,Label
Kolam ikan saya kalo di ludang pasti banyak ikan sapu sapunya sampai pusing cara mbasmi nya,Netral
25/04/2026,Netral
Sebaiknya ikan sapdapu di tangkap secaramasal tapi juga di mafaatkan makan terenak emang ikan sapu sapu ganas,Netral
"ikan sapu sapu ada karena areanya kotor, kalau bersih tidak ada ikan sapu sapu..itulah butuh bersih bersih jadi tidak ada yg nyapu, termasuk koruptor butuh ada yg nyapu biar bersih.",Positif
STOP KEJAHATAN TERHADAP SESAMA MAHLUK HIDUP. TERMASUK PEMUSNAHAN IKAN SAPU SAPU ADALAH DZALIM. SEHARUSNYA IKAN SAPU SAPU BISA DI BUDIDAYA DI TEMPAT YANG BAIK DAN BISA UNTUK DI KONSUMSI. ❤,Netral
Barang siapa yang musnahkan smpai spu akan dihatam banjir bandang,Netral
Musuh perikanan kita mesti harus dijaga oleh tentara laut pasti ada oknum yg menyebarkan ikan sapu sapu sengaja..,Netral
Mending ksh ke ragunan buat mkn hewan buas dpd di kubur mubasir,Netral
ikan sapu2 dibersihkan se7 setelah itu koruptor dibersih lebih se7,Netral
"Lebih berbahaya ikan reddevil kurasa,,bahkan lebih bagus ikan sapu dimasukkan ke danau toba biar habis ikan red devil yg gak enak dimakan itu.",Positif
Kalou ikan sapu. Sapu di musnah kan coba sekalian dengan tikus. Tikus supaya lebih aman negara ini🤭🤭🤭🥱🥱🥱.,Netral
saran: Musnahkan dengan cara menjadikan pakan satwa karnifora di kebun binatang seperti buaya harimau komodo dil diseluruh indonesia. karna banyak kebun binatang yang satwanya kurus2 karna kurang biaya untuk pakan hewannya. dari pada dibuang sia2.,Netral
😂😂😂😂🤣🤣🤣🤣😆😆😆😆😁😁😁😁ikan sapu sapu digenosida dan dibikin siomay wkkkkkkkkk,Netral
Pertanda jakarta mau disapu hg habis Krn MBG ga bs stop dan otaknya ada di jakarta.,Negatif
Kenapa ikan sapu2 di ciptakan ?,Netral
"Kabiar ,telur ikan sapu sapu itukan mahal,disupermkt ,,,",Netral
"Ikan penyeibang alam,dari sampah yg mendominasi sungai di mana2",Netral
Perkiraan sy ikan ini adalah,Netral
Anak2 suru tangkap di hadiah kan Rp 2000 per ekor..kan bisa buat jajan.kasi masukan bole,Netral
"Bukan okan sapu sapu yng harus di musnah kan mha harus nya yng korusi uang rakyat yng hrus di musnahkn mh
 Ikan mh ga salah malahan yng ngeganggu alam tuh pemimpin yng korup paham klo ikan sapu sapu di musnah kan yng ada bencana",Negatif
Predator alami ikan sapu-sapu di Indonesia itu adalah tukang somay,Netral
Aneh... Siapa yang salah.. Siapa yang di bantai.... Kasihan jadi ikan sapu sapu,Netral
"Ikan sapu sapu di bersihin sedangkan limbah pabrik yg merusak dan membunuh ikan ikan di sungai di biarin ,tlg pak pabrik dan perusahan yg buang limbah kekali dan saluran air tlg di tertibkan juga",Negatif
"Kalau tidak bisa pelihara air ya yg bisa hidup cuma ikan sapu2. 
 Kalau airnya sehat berbagai ikan lokal bisa hidup",Negatif
😅😅😅😅,Netral
Diolah dicampur buat makanan ternak,Netral
Ikan pembersih kaca,Netral
"Berikan ke cina,besok udah diolahnya jadi Snack sopu sopu..
 Lezat bebas racun....",Netral
"Itu langsung di urug ikan sapu2 bisa hidup dan bikin lobang , seharusnya , dicor samping seperti kolam",Netral
Ikan sapu harus sapu bersih koruptor...,Positif
Dibersihkan semua ikan sapu sapu diganti ikan lokal wader pari,Netral
"ikan sapu-sapu harus dimusnahkan 
 karena untuk mengalihkan penanganan sampah yg gk bisa ditangani 😅😅😅",Netral
"Yg harus di musnahkan itu koruptor,BKN ikan sapu2.",Netral
Selamatkan ikan sapu-sapu.,Netral
Kasihan ya mereka di kubur pdhl mereka pngen hidup 😊,Netral
👗🤔👣 coba makan ikan sapu-sapu 🍿😁,Netral
Kasihan sih lihatnya di kubur idup idup.,Netral
Bagai macan yg sering makan manusia kapan ya ? Mau di berantas,Netral
"Eh tapikan ikan sapu sapu juga makhluk hidup mereka pengen hidup, dari pada di musnahkan mending di pindahin ke kolam lain terus jadi tempat wisata, kayak di china banyak kucing liar tapi sama mereka di rawat terus akhirnya jafi tempat wisata, di jakarta jg banyak kucing liar kenapa gk kepikiran untuk di rawat gitu jadi tempat wisata kan bagus",Positif
Di olah di buat pupuk atau diolah buat mknan bebej,Netral
"Mahluk lemah dan tidak berdaya harus di musnahakan,lain dengan hiu tidak ada yang berani musnahkan.",Negatif
"Kenapa ikannya di basmi, kan ikannya enak ituu.. dari kecil di tempat saya ikannya jadi incaran buat dijual wet",Positif
"PARA KORUPTOR HARUS DIBUAT SEPERTI IKAN SAPU SAPU, DIBASMI HABIS SAMPE KE AKAR2NYA.. KUBUR HIDUP2",Netral
"Ikan sapu2 dimusnahkan dengan sia2 karena dianggap merugikan ekosistem, kenapa tidak diolah dijadikan pakan ternak saja, jadi bisa bermanfaat dari pada dibuang sia2 yg mungkin berdampak pd lungkungan",Netral
Semoga sabu sabu juga ...🙄,Netral
Seharus jgn di kubur ikan jg mahluk hidup sebaiknya di buang di laut untuk makanan ikan besar,Netral
Kaga bakalan musnah selagi masih ada aliran air dari hulu apalagi ada telur nya..paling yg musnah ibuknya doang,Netral
Gubernur DKI 11 12 dengan anies basedan😅😅😅😅😅,Netral
"Ikan TDK korupsi tp dihukum mati dikubur hidup2, besuk giliran koruptor yg dikubur hidup2",Negatif
S,Netral
"Ko baru skrg yaa itu tenar di musnakan dulu mah engga ada pembasmian ikan sapu2.
 Tiba2 melonjak drsatik berton ton tu ikan sapu sapu",Netral
KORUPTOR DI PIARA,Netral
"dicari ilmunya dong, mosok kita bisa cuma dengan cara menangkap satu persatu gitu",Netral
"Seharusnya yg dibasmi secara massal itu koruptor khususnya yg ada di DKI, mereka bukan hanya merusak ekosistem tapi ,merusak disemua sisi, pengalihan ²seperti ini kami sudah paham,dan sangat mengerti",Negatif
Manusia yg mendatangkan ikan sapu2 matinya mangenaskan di makan bangsa ika,Netral
Padahal dagingnya enak di sate,Positif
Ikan Sapu Sapu Sudah Di Anggap Serangga. Dan Serangga Wajib Di Basmi. Ikan Sapu Sapu Ibarat BenaLu Berbahaya. Basmi Saja !!!!!!! 🙏,Netral
makanan olahan ky bakso pinggir jalan harusnya punya ijin dan diawasi ketat..,Netral
Korupsi harus di musnahkan,Netral
Yg harus nyah di musnahkan ituh para KORUPTOR,Netral
"Lah kok d musnah kan?, buat apa yg maha kuasa menciptakan.! Duh ngeri bnr",Netral
"negara aneh bukannya ngurusin rakyat 
 malah ngajak ngurusin ikan sapu2. 
 kebijaksanaan dalam permusyawaratan perwakilan 
 keadilan sosial bagi seluruh rakyat Indonesia. 
 
 gak nyambung blas😅",Negatif
Karena kepentingan pedeipe yg bermuatan politik.,Netral
"PRESTASI YANG SANGAT MEMBANGGAKAN
 NENEK LAMPIR PASTI SENANG
 INI CALON PRESIDEN 2029 DENGAN PRESTASI MENYAPU HABIS IKAN SAPU SAPU DARI BUMI JAKARTA",Netral
Mau ngabisin anggaran ajah,Netral
entar jg ada balasannya,Netral
Mungkin itu pertanda dari alam betapa cepat perkembangn para koruptor di negri ini yg luar biasa bahayanya untuk segera disahkn UU tentang koruptor agar populasinya tdk semakin pesat,Netral
"Ikan sapu sapu,enak dibikin sosis",Netral
jadi giniii yaaa... aduuuh kita tiadaa uang niih.. yuk bikin acaraaa... kita tangkepin itu sapusapu lalu kita dapat uang operasionaal dari kas apbd ..alasan kita bikinbikin deeh..haaa haaa haaa..,Netral
"PEMDA dki jkrt dgn Bangga nya & dgn Gencar Gencar nya mereka membasmi hingga Hampir musnah ikan sapu sapu, tapi... 
 Koruptor & Mafia Birokrasi mereka Pelihara Berkembang Biak dgn Aman.",Netral
Jadi pendatang itu jadi perusak ekosistem. Kayak orang betawi yak...,Netral
"Siapa yg mau membela hak ikan sapu-sapu? 
 Siapa yg punya hak memutus hak hidup setiap makhluk?",Netral
Bisa diolah menjadi pakan ternak ....,Netral
"Ikan di pikirin, rakyat pada lapar pikirin !",Netral
"Nanti sisa 5ekor jangan dibunuh,kalo dibunuh dipenjara😅karena alesan ikan langka 😂",Negatif
NEXT DANAU TOBA 3 tahun mendatang di penuhi sapu²,Netral
Buang Sampah saja Masih Sembarangan. Bisa bisanya Sok pelestarian ikan Lokal😂,Netral
DIBUAT PAKANTERNAK KAN BERGUNA,Netral
"Belajar lagi lo,",Netral
Ko bisa ika sapu sapu di jakarta itu siapa yang menebarkan ikan sapu sapu oknum jahat ya itu harus di usut membahaya kan rakyat kadian jahat bangeut ya sabar ok,Positif
kerjaan gak guna!!!,Negatif
kasihkan ke pramono sama rano,Netral
"Gubernur Dki , punya usaha sampingan buat sejahteraan warga DKI, doi merangkap sodagar ikan sapu sapu..... , abeehhhhh......!!!!😁",Netral
waduhhh... siapa yang memasukkan ikan sapu kaca ke danau toba? bisa bahaya ini,Negatif
😢,Netral
Karena paling gampang di tangkep ga ada yang beking,Negatif
Di masak enak g ya..,Positif
"ILMUAN OON IKAN MAHLUK TUHAN, MAKANANNYA JUGA DAH DIBATUR TUHAN, DISALAHIN, 😂",Netral
PAKAI OBAT PUTAS INSAALLOH MATI SEMUA...😂😂,Negatif
Tidak berprikeikanan !!,Negatif
"Saya pemancing pling benci klau ada ikan sapu""",Negatif
Ikan asli indonesia apa ya ?,Netral
"Ikan sapu sapu hidup sejak dahulu kala, ekosistem tidak apa apa, yag merusak ekosistem ada lah manusia itu sendiri 😂",Negatif
Itu lah isarat tuhan .bahwa indonesia harus segera bersih bersih ....dari koruptor dan .ketidak Adilan.,Positif
"Orang mah sibuk bikin jalan bangun jalan, ini malah sibuk nangkepin ikan sapu sapu wkwkwk",Netral
Gubenur gak adh kerjaan aja,Negatif
Lumayan ada kegiatan,Netral
Podo korup Karo sapu sapu,Netral
Diolah jadi makanan hewan atao ternak pasti bisa dari pada di timbun,Netral
Program amatir tidak berguna,Negatif
"Sebentar lagi jakarta, dapet imbalanya",Netral
"Satu kata, penganiayaan",Netral
Sya sbgai pemancing sangat senang sapu sapu di basmi sampai ke akar,Netral
Seharusnya dinasianalkan untuk pemberantasan ikan ini KRNA ...ikan ini tidak ada manfaatnya malah ladihitung 2 malah bnyak merugikan merusak alam sungai dan mengurangi ikan yg enak dimakan....belum dampaknya dikemudian hari....ikan 2 lokal yg bisa dikonsumsi akan hbis KRNA ga bisa brtmbah malah berkurang,Negatif
Mono koruptor urus tuh malah ngurus ikan parah,Netral
"Hrs nya action pengabdian kpd daerah di contoh gbnr jbar peduli peka sarpras kali2 dan pengerukn , tempat bertelur dan asuh baby ikan sapu2",Netral
skalian tuuh sapu sapu koruptor nya booos...,Netral
G adA kerjaan lagi selin ngerjain ikan sapu2 udah pada koplak,Netral
"yg jd pertanyaan sapu bersih ,basmi para koruptor bisa gak? Lebih penting urus anak anak jalanan di jakarta ,
 Perbnyak lowongan kerja padat karya bisa gk?",Positif
"Ikan sapu-sapu sering disebut pleco atau nama ilmiahnya Hypostomus plecostomus sebenarnya bisa dimakan, coba itu diolah direcah trus kasi ke pakan kolam LELE bagus?",Netral
Janganlah dinasmi...,Netral
Maaf ya apakah tidak mungkin dijadikan pakan kucing/ternak lain. Bisa jadi penghasilan penduduk utk mencari n menyetorkannya ke pabrik pakan kucing. Jangan sp jd campuran siomay jadi jijay dengarnya,Negatif
"sapu2 muncul byk Krn sungainya memang perlu dibersihkan, bisa diekspor ada peminatnya hihi",Netral
Cerita keluarga Wijaya,Netral
"Enak bisa dimakan... Dan di jadikan bahan pentol tuna dan merusak bagai mana coba . Ikan itu tidak memakan ikan atau binatang... Ikan itu adalah tanda "" Dari yg maha Kuasa klw disekitar kita ada banyak koruptor yg harus di sapu",Negatif
Ikan ini suka menginvasi dg agresiv habitat ikan lain... Akhirnya ikan ini di genoside dan di kubur hidup hidup 😅,Positif
"Serius nanya ini. Sapu2 kan bisa bolongi ya, tp ko dikubur dalam hidup2. Ntr dia ngebolongin tanah nya balik lg kesungai gk si?",Netral
Yg hrusnya dibasmi lebih awal sabu2 dgn pemeribtah lakukan sapu2 sampah sepanjang kanal yg tertimbung sampah🤣🤣🤣,Netral
di bersihkan karna tak ada pekerjaan lain selain nangkap ikan sapu sapu. untung warga jakarta tak usah beli ikan gubenur nya giat nangkap ikan,Positif
Kasihan ikanya di kubur hidup2 😢,Netral
Kok Menyalahkan ikan yg sdh hidup di alamnya manusia yg salah & serakah,Netral
Tangkap buang kelaut biar mereka hidup apa beracun kah ikan sapu2,Netral
Kejam banget😢,Netral
Apakah ikan sapu2x ini TIDAK ada musuh biologisnya???? Cara YG paling bagus sebenarnya DGN menempatkan musuh biologisnya. KARENA TIDAK mgkn membasmi ikan ini sampai habis. Krn ikan ini PASTI JUGA ada MANFAATNYA buat ekosistem.,Negatif
TUNGGU KARMA IKAN SAPU2 !!!,Netral
Emang ISO di musnahke 😂 g iso wong kwe ora Kuoso koruptor AE SE di sapu sapu,Netral
"Wah cocok buat makan ternak bebek np di musnahkan,",Netral
siapa tuh orang laknat yang ngelepasin sapu sapu ke Danau Toba.😢😢,Netral
"Lho, kata tamu di podcast dedy corbuzier cuma 1 telur?",Netral
Kenapa tidak di jadikan pangan bebek entok,Negatif
Para koruptor yang di basmi itu baru mantap justru para koruptor lah yang merusak ekosistem,Netral
"Seharusnya jangan ikan sapu-sapu saja, yang seharusnya dimusnahkan itu adalah para koruptor yang sangat menjijikan dan merugikan rakyat !",Negatif
Lebih baik melibatkan warga lokal...dengan penangkapan dan dibayar perkilo...Pemda senang warga DKI pun senang,Netral
"Kemarin ada yang kasih arahan kalau makanan sudah masak matiin kompor. 
 Sekarang di suruh basmi ikan. 
 
 Memang jenius para pemimpin negara ini.",Netral
"Pada kemana aja nih kemaren2 kalo gak ada konten kreator yang bikin video nangkep ikan Sapu2 di sungai
 Ciliwung gak akan ada yang namanya tindakan pemusnahan ikan Sapu2.",Negatif
Jangan di musnhkan di ambil dagingnya bisa di jadi baso ikan atau empe- empe.,Negatif
Dulu cina bunuh burung gereja sampe habis....dan ahirnya mereka dapet karma kelaparan 😂😂,Netral
Tingggal koruptor nih...biar Indonesia makmur...ikan sapu2 11-12 sama kourptor.,Netral
"Menurut yang saya baca, ikan Sapu-sapu bukan ikan invasif, tapi ikan yang tangguh di berbagai ekosistem, mulai dari air yang bersih sampai air yang tercemar ekstrim sekalipun, dia mampu bertahan hidup dan berkembang biak Netral, sementara ikan lain akan mati terpapar pencemaran tinggi, dengan dominannya ikan Sapu-sapu di wilayah Jakarta berarti sebagai alarm bahwa tingkat pencemaran cukup tinggi, dan itu yang perlu dibenahi, bukan membasmi ikan Sapu-sapu.",Netral
"Ikan Sapu sapu bisa dolah untuk pakanan
 ikan Ayam Burng lele .",Netral
"Kalo gitu segera tangkep oknum yg masukin ikan sapu2 ke danau Toba, apa motifnya, hukum oknumnya",Netral
Ikan sapu2 layak di konsumsi....,Netral
Mengapa ikan sapu2 harus dimusnahkan?,Netral
"Jangan ikan sapu sapu aja yg di musanahkan koruptor juga perlu di musanahkan kayak ikan sapu sapu sebab koruptor lebih bahaya dari ikan sapu sapu, bener kan?",Negatif
"Negera Laen udah pulang pergi bulan 
 Indonesian ngurusin ikan sapusapu",Netral
Yg harussss di basmiii koooruptorrrr itu yg harus di basmiiii,Netral
kirain yg mau di basmi sabu-sabu eh gak taunya ikan sapu-sapu,Negatif
Coba sungainya di potas,Netral
Buat kerjaan dki..ada2 aja memang kenapa sapu di musnahkan..memang sudah ada kajian ikan sapu2.itu merugikan lingkungan..?ono2wae ky gak ada kerjaan.bhkan bisa jadi menguntungkan.lingkunan itu sendiri..?,Negatif
"Ikan sapu2 diberantas
 Tapi
 Koruptor dipelihara",Netral
Dari dulu kemana bae,Netral
karena ada anggarannya...gak tau biaya di keluarkan..,Netral
"Jangn dikubur dibikin pupuk seperti di cina tolong pejabat yg lihat ini agr jangn mubassir, dibikin pupuk ok ?",Positif
Di Papua sangat banyak,Netral
Ada yg lebih bahaya dari ikan sapu sapu aseng dan asing yg membuat penduduk asli tersingkir,Negatif
"karena tdk ada kerjaan. ikan di musuhi program tingkst RT 
 turun sj jika tdk bisa kerja. madih baxak yg hebad.",Netral
Kalau koruptor dilestarikan yaa,Netral
Ikan sapu2 diburu pemprov DKI karena biar kelihatan kerja drpd gak ada kerjaan,Negatif
"Ikan sapu sapu sebetulnya bisa di manfaatkan untuk pakan ternak , kenapa harus di buang ,bisa di buat campuran Pur",Netral
Penting koruptor yg di basmi,Netral
Hanya mengurangi klu musnah rasanya sulit.,Netral
Andai yang membludak ikan mujaer atau ikan mas gitu .. So Good 😊,Netral
Lumayan buat bikin siomay,Netral
Mendingan yg di musnahkan hewan penjilat dan koruptor yg merusak ekosistem alam dan sistem negara',Negatif
Tangkap ikan kok d viralkan yg harus di viralkan itu membangun infrastruktur,Netral
Itu biaa di uat pakan lele padahal,Netral
"Lah.. Ikan sapu²emang hidupnya di air butek bacin,kalau airnya jernih kek swis apa ya ada ikan sapu²? 
 Ikan air tawar gabus/kotes dll jg ogah kali hidup di air bah jakarta itu,air bacin butek air prindavan..",Netral
Kalo ga ada ikan sapu2 juga ga ada ikan yg lainnya.. soalnya ikan yg lain g mungkin bisa hidup di kondisi air seperti itu,Negatif
😂😂brin sok ilmiah,Netral
"Dulu gw seneng mkn s****y, eh pas tau bahannya dr apa, udh stop nga beli lg",Netral
yg bahaya itu teroris koruptor bahaya buat negara ikan sapu sapu apa bahayanya bos,Negatif
Ikan sapu sapu jangan ke perairan dki Jakarta dulu kita lagi di obok obok sama si pramono gubernur yang kehabisan akal wkwkw kita sementara ke perairan perbatasan dki Jakarta dulu disana aman kaga di obok obok sama si pramono dul gubernur dan wakil gubernur lucu😂😂😂😂,Negatif
Ga akan berhasil kecuali diambil sisi ekonomis nya. Tanpa predator kecuali manusia yang mampu membuat ikan ini punah.,Negatif
Memang ikan Sapu sapu haram ...??,Netral
"Bukan ikan sapu2 yang brantas. Koruptor tu yang harus, di bumi hangus kan di negri ini.",Netral
dari pada ngusursin ikan sapu sapu mendingan ngrusin rakyat miskin sekola kesehatan nya dijamin biar sejahtra,Netral
Ikan cakar lumut....halal di makan...😊😅,Netral
Ikan sapu sapu kok di basmi salah apa..ikan lele ikan mujair gk akan hidup di kali itu terlalu keruh airnya.,Netral
Ikan sapu-sapu bisa di jadi ikan 🐟🎏 asin,Netral
"Ikan sapu2 di basmi tapi MBG yg udah jls beracun membuat anak2 sakit gk di basmi, dasar pemerintah jahanam",Netral
"Ikan sapu2 di basmi, tapi para koruptor dan pungli gk di amankan, mana lebih bahaya ikan sapu2 atau para koruptor,",Negatif
Dimanapun berita soal ikan sapu-sapu pasti gak lengkap. Kenapa gak dijelasin ikan sapu-sapu nya jenis sapu lidi apa sapu ijuk,Negatif
Yang dibasmi bukan hanya ikan sapu sapu para korupsi juga harus dibasmi juga,Netral
"Ikan gurame ikan nila gabakal bisa hidup karena air ya tercemar dan kotor 
 Cuman ikan sapu2 yng bisa hidup",Negatif
Padahal buat aph e matiin kan dia mau hidup selmnya dosa loh,Netral
"wih...di kubur hidup hidup, pembunuhan sadis ....🤣🤣🤣🤣",Netral
"Cari cara biar bisa enak dimakan, pasti langsung abis 😏",Positif
yang harus dimusnahkan koruptor bro 💪💪🇮🇩 program recehan 🤣🤣🤣,Netral
"Walaupun merugikan dlm di ekosistem air..., tapi setidaknya ikan sapu2 tak makan uang rakyat dan meresahkan warga di daratan...macam koruptor, begal, preman, ormas, jukir liar yg jelas2 nyata ada di daratan... 
 
 Untuk berantas ikan sapu2...kalian bahagia, senang, kompak...
 
 Lalu.. 
 Bgmna untuk pemberantasan tindakan kriminal dan langgar lalu lintas yg juga meresahkan warga...???",Netral
"Ikan bersih bersih kok dimusnahkan , kasih buat para koruptor+ mafia + biar bersih",Positif
"Mantap,ikan sapu² Harus di basmi,,Masyarakat dan pabrik yg buang limbah harus di lindungi...Lanjutkeenn.",Netral
Ikan Sapu-sapu berasal dari hutan Amazon Brazil Bagaimana bisa mahal?,Netral
